Entrez ID	Symbol	Type	Entrez.ID
4128	MAOA	best inferred	4128
6789	STK4	best inferred	6789
4129	MAOB	best inferred	4129
4140	MARK3	best inferred	4140
5471	PPAT	best inferred	5471
4141	MARS	best inferred	4141
5473	PPBP	best inferred	5473
4144	MAT2A	landmark	4144
4145	MATK	best inferred	4145
5476	CTSA	best inferred	5476
4146	MATN1	best inferred	4146
51171	HSD17B14	best inferred	51171
51170	HSD17B11	landmark	51170
51172	NAGPA	best inferred	51172
51174	TUBD1	best inferred	51174
51177	PLEKHO1	best inferred	51177
51176	LEF1	best inferred	51176
5467	PPARD	landmark	5467
6799	SULT1A2	best inferred	6799
4137	MAPT	best inferred	4137
5468	PPARG	landmark	5468
5469	MED1	best inferred	5469
4139	MARK1	best inferred	4139
4150	MAZ	best inferred	4150
5481	PPID	best inferred	5481
4151	MB	best inferred	4151
4152	MBD1	best inferred	4152
4154	MBNL1	landmark	4154
4155	MBP	best inferred	4155
64499	TPSB2	best inferred	64499
51182	HSPA14	best inferred	51182
5480	PPIC	landmark	5480
51181	DCXR	best inferred	51181
51184	GPN3	best inferred	51184
51186	TCEAL9	best inferred	51186
51185	CRBN	best inferred	51185
51188	SS18L2	best inferred	51188
51187	RSL24D1	best inferred	51187
4147	MATN2	best inferred	4147
5478	PPIA	best inferred	5478
5479	PPIB	best inferred	5479
4149	MAX	best inferred	4149
89797	NAV2	best inferred	89797
89795	NAV3	best inferred	89795
89781	HPS4	best inferred	89781
4162	MCAM	best inferred	4162
5493	PPL	best inferred	5493
4163	MCC	best inferred	4163
5494	PPM1A	best inferred	5494
5495	PPM1B	best inferred	5495
5496	PPM1G	best inferred	5496
5498	PPOX	landmark	5498
4168	MCF2	best inferred	4168
5499	PPP1CA	best inferred	5499
51191	HERC5	best inferred	51191
4160	MC4R	best inferred	4160
51192	CKLF	best inferred	51192
51195	RAPGEFL1	best inferred	51195
51196	PLCE1	best inferred	51196
51199	NIN	best inferred	51199
4172	MCM3	landmark	4172
4173	MCM4	best inferred	4173
4174	MCM5	best inferred	4174
4175	MCM6	best inferred	4175
4176	MCM7	best inferred	4176
4179	CD46	best inferred	4179
4170	MCL1	best inferred	4170
131408	FAM131A	best inferred	131408
4171	MCM2	best inferred	4171
118433	RPL23AP7	best inferred	118433
4185	ADAM11	best inferred	4185
4189	DNAJB9	best inferred	4189
4194	MDM4	best inferred	4194
4199	ME1	best inferred	4199
4190	MDH1	best inferred	4190
4191	MDH2	best inferred	4191
4192	MDK	best inferred	4192
4193	MDM2	best inferred	4193
64400	AKTIP	best inferred	64400
64405	CDH22	best inferred	64405
100129250	TOPORS-AS1	best inferred	100129250
64410	KLHL25	best inferred	64410
64411	ARAP3	best inferred	64411
64418	TMEM168	best inferred	64418
64417	TMEM267	best inferred	64417
64419	MTMR14	best inferred	64419
51100	SH3GLB1	best inferred	51100
51102	MECR	best inferred	51102
51101	ZC2HC1A	best inferred	51101
51104	ABHD17B	best inferred	51104
51103	NDUFAF1	best inferred	51103
51106	TFB1M	best inferred	51106
51105	PHF20L1	best inferred	51105
51108	METTL9	best inferred	51108
51107	APH1A	best inferred	51107
51109	RDH11	best inferred	51109
64421	DCLRE1C	best inferred	64421
64423	INF2	best inferred	64423
64422	ATG3	landmark	64422
64425	POLR1E	best inferred	64425
64427	TTC31	best inferred	64427
64429	ZDHHC6	landmark	64429
64428	NARFL	landmark	64428
51111	KMT5B	best inferred	51111
51110	LACTB2	best inferred	51110
51112	TRAPPC12	best inferred	51112
51115	RMDN1	best inferred	51115
51117	COQ4	best inferred	51117
51116	MRPS2	landmark	51116
51118	UTP11	best inferred	51118
26151	NAT9	best inferred	26151
26150	RIBC2	best inferred	26150
26152	ZNF337	best inferred	26152
26155	NOC2L	best inferred	26155
26156	RSL1D1	best inferred	26156
117178	SSX2IP	best inferred	117178
26168	SENP3	best inferred	26168
26136	TES	landmark	26136
26130	GAPVD1	best inferred	26130
26135	SERBP1	best inferred	26135
26148	C10orf12	best inferred	26148
26140	TTLL3	best inferred	26140
26145	IRF2BP1	best inferred	26145
26115	TANC2	best inferred	26115
27445	PCLO	best inferred	27445
26119	LDLRAP1	best inferred	26119
26118	WSB1	best inferred	26118
27440	HDHD5	best inferred	27440
26112	CCDC69	best inferred	26112
155400	NSUN5P1	best inferred	155400
26128	KIF1BP	landmark	26128
201134	CEP112	best inferred	201134
26121	PRPF31	best inferred	26121
26123	TCTN3	best inferred	26123
27429	HTRA2	best inferred	27429
27436	EML4	best inferred	27436
27434	POLM	best inferred	27434
26108	PYGO1	best inferred	26108
26100	WIPI2	best inferred	26100
27430	MAT2B	best inferred	27430
201163	FLCN	best inferred	201163
6809	STX3	best inferred	6809
6801	STRN	best inferred	6801
6804	STX1A	landmark	6804
6817	SULT1A1	best inferred	6817
6810	STX4	landmark	6810
6812	STXBP1	landmark	6812
201191	SAMD14	best inferred	201191
6814	STXBP3	best inferred	6814
6813	STXBP2	landmark	6813
6830	SUPT6H	best inferred	6830
6829	SUPT5H	best inferred	6829
6821	SUOX	best inferred	6821
6820	SULT2B1	best inferred	6820
6827	SUPT4H1	best inferred	6827
5510	PPP1R7	best inferred	5510
6840	SVIL	best inferred	6840
6839	SUV39H1	landmark	6839
5500	PPP1CB	best inferred	5500
6832	SUPV3L1	landmark	6832
5501	PPP1CC	best inferred	5501
5502	PPP1R1A	best inferred	5502
6834	SURF1	best inferred	6834
6833	ABCC8	best inferred	6833
5504	PPP1R2	best inferred	5504
6835	SURF2	best inferred	6835
5506	PPP1R3A	best inferred	5506
5507	PPP1R3C	best inferred	5507
6837	MED22	best inferred	6837
6850	SYK	landmark	6850
5520	PPP2R2A	best inferred	5520
5521	PPP2R2B	best inferred	5521
5519	PPP2R1B	best inferred	5519
26298	EHF	best inferred	26298
26297	SERGEF	best inferred	26297
5511	PPP1R8	best inferred	5511
6843	VAMP1	best inferred	6843
6845	VAMP7	best inferred	6845
5514	PPP1R10	best inferred	5514
5515	PPP2CA	best inferred	5515
5516	PPP2CB	best inferred	5516
26292	MYCBP	landmark	26292
5518	PPP2R1A	best inferred	5518
6861	SYT5	best inferred	6861
5530	PPP3CA	best inferred	5530
4200	ME2	landmark	4200
5531	PPP4C	best inferred	5531
6863	TAC1	best inferred	6863
4201	MEA1	best inferred	4201
5532	PPP3CB	best inferred	5532
5523	PPP2R3A	best inferred	5523
6853	SYN1	best inferred	6853
5524	PTPA	best inferred	5524
6856	SYPL1	landmark	6856
5525	PPP2R5A	landmark	5525
6855	SYP	best inferred	6855
5526	PPP2R5B	best inferred	5526
5527	PPP2R5C	best inferred	5527
6857	SYT1	best inferred	6857
5528	PPP2R5D	best inferred	5528
5529	PPP2R5E	landmark	5529
6872	TAF1	best inferred	6872
4211	MEIS1	best inferred	4211
6874	TAF4	best inferred	6874
4212	MEIS2	best inferred	4212
6873	TAF2	best inferred	6873
51241	COX16	best inferred	51241
5533	PPP3CC	best inferred	5533
5534	PPP3R1	best inferred	5534
4204	MECP2	best inferred	4204
6867	TACC1	best inferred	6867
89853	MVB12B	best inferred	89853
4205	MEF2A	best inferred	4205
5536	PPP5C	best inferred	5536
6866	TAC3	best inferred	6866
5537	PPP6C	best inferred	5537
5538	PPT1	best inferred	5538
6868	ADAM17	best inferred	6868
4208	MEF2C	landmark	4208
4209	MEF2D	best inferred	4209
6881	TAF10	best inferred	6881
5550	PREP	best inferred	5550
6880	TAF9	best inferred	6880
5551	PRF1	best inferred	5551
6883	TAF12	best inferred	6883
4221	MEN1	best inferred	4221
5552	SRGN	best inferred	5552
6882	TAF11	best inferred	6882
4222	MEOX1	best inferred	4222
6885	MAP3K7	best inferred	6885
4223	MEOX2	best inferred	4223
6884	TAF13	best inferred	6884
89845	ABCC10	best inferred	89845
6876	TAGLN	best inferred	6876
4214	MAP3K1	best inferred	4214
6875	TAF4B	best inferred	6875
51257	MARCH2	best inferred	51257
4215	MAP3K3	best inferred	4215
5546	PRCC	best inferred	5546
6878	TAF6	best inferred	6878
4216	MAP3K4	landmark	4216
5547	PRCP	landmark	5547
6877	TAF5	best inferred	6877
4217	MAP3K5	best inferred	4217
4218	RAB8A	best inferred	4218
5549	PRELP	best inferred	5549
6879	TAF7	best inferred	6879
6890	TAP1	best inferred	6890
6892	TAPBP	best inferred	6892
6891	TAP2	best inferred	6891
5562	PRKAA1	best inferred	5562
6894	TARBP1	landmark	6894
4232	MEST	landmark	4232
5563	PRKAA2	best inferred	5563
90861	HN1L	landmark	90861
286148	DPY19L4	best inferred	286148
4233	MET	best inferred	4233
5564	PRKAB1	best inferred	5564
64577	ALDH8A1	best inferred	64577
90864	SPSB3	best inferred	90864
4234	METTL1	best inferred	4234
5565	PRKAB2	best inferred	5565
6895	TARBP2	best inferred	6895
51265	CDKL3	best inferred	51265
51267	CLEC1A	best inferred	51267
6886	TAL1	best inferred	6886
51268	PIPOX	best inferred	51268
5557	PRIM1	best inferred	5557
5558	PRIM2	best inferred	5558
6888	TALDO1	best inferred	6888
89870	TRIM15	best inferred	89870
64582	GPR135	best inferred	64582
64581	CLEC7A	best inferred	64581
4240	MFGE8	best inferred	4240
5571	PRKAG1	best inferred	5571
4242	MFNG	best inferred	4242
5573	PRKAR1A	best inferred	5573
5575	PRKAR1B	best inferred	5575
4245	MGAT1	best inferred	4245
5576	PRKAR2A	best inferred	5576
51272	BET1L	best inferred	51272
51271	UBAP1	best inferred	51271
51274	KLF3	best inferred	51274
51276	ZNF571	best inferred	51276
51275	MAPKAPK5-AS1	best inferred	51275
51278	IER5	best inferred	51278
5566	PRKACA	landmark	5566
4236	MFAP1	best inferred	4236
5567	PRKACB	best inferred	5567
6897	TARS	best inferred	6897
51279	C1RL	best inferred	51279
4237	MFAP2	best inferred	4237
4238	MFAP3	best inferred	4238
5569	PKIA	best inferred	5569
6899	TBX1	best inferred	6899
4239	MFAP4	best inferred	4239
5580	PRKCD	landmark	5580
5582	PRKCG	best inferred	5582
5583	PRKCH	landmark	5583
4253	MIA2	best inferred	4253
5584	PRKCI	best inferred	5584
4254	KITLG	best inferred	4254
5585	PKN1	best inferred	5585
4255	MGMT	best inferred	4255
5586	PKN2	best inferred	5586
4256	MGP	best inferred	4256
5587	PRKD1	best inferred	5587
64598	MOSPD3	best inferred	64598
51281	ANKMY1	best inferred	51281
51280	GOLM1	best inferred	51280
51283	BFAR	best inferred	51283
51282	SCAND1	landmark	51282
51285	RASL12	best inferred	51285
51284	TLR7	best inferred	51284
51287	COA4	best inferred	51287
51286	CEND1	best inferred	51286
5577	PRKAR2B	best inferred	5577
4247	MGAT2	best inferred	4247
5578	PRKCA	best inferred	5578
4248	MGAT3	best inferred	4248
5579	PRKCB	best inferred	5579
5591	PRKDC	best inferred	5591
4261	CIITA	best inferred	4261
5592	PRKG1	best inferred	5592
5594	MAPK1	best inferred	5594
5595	MAPK3	best inferred	5595
5597	MAPK6	best inferred	5597
4267	CD99	best inferred	4267
5598	MAPK7	best inferred	5598
51290	ERGIC2	best inferred	51290
51292	GMPR2	best inferred	51292
5590	PRKCZ	best inferred	5590
51291	GMIP	best inferred	51291
51294	PCDH12	best inferred	51294
51293	CD320	landmark	51293
51296	SLC15A3	best inferred	51296
51295	ECSIT	best inferred	51295
51299	NRN1	best inferred	51299
5588	PRKCQ	landmark	5588
4258	MGST2	best inferred	4258
5589	PRKCSH	best inferred	5589
90865	IL33	best inferred	90865
4259	MGST3	best inferred	4259
4277	MICB	best inferred	4277
5599	MAPK8	best inferred	5599
4282	MIF	landmark	4282
4283	CXCL9	best inferred	4283
4285	MIPEP	best inferred	4285
4286	MITF	best inferred	4286
4288	MKI67	best inferred	4288
4289	MKLN1	best inferred	4289
4281	MID1	best inferred	4281
4293	MAP3K9	best inferred	4293
4294	MAP3K10	best inferred	4294
4296	MAP3K11	best inferred	4296
4297	KMT2A	best inferred	4297
4299	AFF1	best inferred	4299
4291	MLF1	best inferred	4291
4292	MLH1	best inferred	4292
53822	FXYD7	best inferred	53822
53826	FXYD6	best inferred	53826
53827	FXYD5	best inferred	53827
53829	P2RY13	best inferred	53829
26205	GMEB2	best inferred	26205
26207	PITPNC1	best inferred	26207
53832	IL20RA	best inferred	53832
53838	C11orf24	best inferred	53838
53836	GPR87	best inferred	53836
348995	NUP43	best inferred	348995
157922	CAMSAP1	best inferred	157922
64506	CPEB1	best inferred	64506
51200	CPA4	best inferred	51200
51203	NUSAP1	landmark	51203
51202	DDX47	best inferred	51202
51205	ACP6	best inferred	51205
51204	TACO1	best inferred	51204
51207	DUSP13	best inferred	51207
51208	CLDN18	best inferred	51208
51218	GLRX5	best inferred	51218
51222	ZNF219	best inferred	51222
51227	PIGP	best inferred	51227
51226	COPZ2	best inferred	51226
51228	GLTP	best inferred	51228
51230	PHF20	best inferred	51230
51232	CRIM1	best inferred	51232
51231	VRK3	best inferred	51231
51233	DRICH1	best inferred	51233
51236	HGH1	best inferred	51236
51237	MZB1	best inferred	51237
90806	ANGEL2	best inferred	90806
26271	FBXO5	best inferred	26271
26273	FBXO3	best inferred	26273
26276	VPS33B	best inferred	26276
26275	HIBCH	best inferred	26275
26278	SACS	best inferred	26278
26277	TINF2	best inferred	26277
26284	ERAL1	best inferred	26284
26287	ANKRD2	best inferred	26287
26286	ARFGAP3	best inferred	26286
26289	AK5	best inferred	26289
26256	CABYR	best inferred	26256
144699	FBXL14	best inferred	144699
26268	FBXO9	best inferred	26268
202559	KHDRBS2	best inferred	202559
26263	FBXO22	best inferred	26263
130074	FAM168B	best inferred	130074
129080	EMID1	best inferred	129080
26235	FBXL4	best inferred	26235
26232	FBXO2	best inferred	26232
26234	FBXL5	best inferred	26234
26233	FBXL6	best inferred	26233
26249	KLHL3	best inferred	26249
26240	FAM50B	best inferred	26240
201254	CENPX	best inferred	201254
26225	ARL5A	best inferred	26225
26227	PHGDH	landmark	26227
26226	FBXW4P1	best inferred	26226
26229	B3GAT3	best inferred	26229
26228	STAP1	best inferred	26228
6906	SERPINA7	best inferred	6906
6905	TBCE	best inferred	6905
6908	TBP	landmark	6908
6907	TBL1X	best inferred	6907
6909	TBX2	landmark	6909
6900	CNTN2	best inferred	6900
6902	TBCA	best inferred	6902
6901	TAZ	best inferred	6901
6904	TBCD	best inferred	6904
6903	TBCC	best inferred	6903
6917	TCEA1	best inferred	6917
6916	TBXAS1	best inferred	6916
6919	TCEA2	landmark	6919
6911	TBX6	best inferred	6911
6910	TBX5	best inferred	6910
6915	TBXA2R	landmark	6915
6929	TCF3	best inferred	6929
6921	ELOC	best inferred	6921
6924	ELOA	best inferred	6924
6923	ELOB	best inferred	6923
6926	TBX3	best inferred	6926
6925	TCF4	best inferred	6925
6940	ZNF354A	best inferred	6940
5607	MAP2K5	landmark	5607
6939	TCF15	best inferred	6939
5608	MAP2K6	best inferred	5608
6938	TCF12	best inferred	6938
5609	MAP2K7	best inferred	5609
5600	MAPK11	best inferred	5600
5601	MAPK9	landmark	5601
5602	MAPK10	best inferred	5602
6932	TCF7	best inferred	6932
5603	MAPK13	landmark	5603
6935	ZEB1	best inferred	6935
5604	MAP2K1	best inferred	5604
6934	TCF7L2	best inferred	6934
5605	MAP2K2	best inferred	5605
5606	MAP2K3	best inferred	5606
6936	GCFC2	best inferred	6936
6950	TCP1	best inferred	6950
5618	PRLR	best inferred	5618
6949	TCOF1	best inferred	6949
5610	EIF2AK2	best inferred	5610
6942	TCF20	best inferred	6942
5611	DNAJC3	best inferred	5611
5612	THAP12	best inferred	5612
6944	VPS72	landmark	6944
5613	PRKX	landmark	5613
6943	TCF21	best inferred	6943
6945	MLX	best inferred	6945
192670	AGO4	best inferred	192670
6948	TCN2	best inferred	6948
6947	TCN1	best inferred	6947
4300	MLLT3	best inferred	4300
5631	PRPS1	best inferred	5631
5629	PROX1	best inferred	5629
5621	PRNP	best inferred	5621
202181	LOC202181	best inferred	202181
5625	PRODH	best inferred	5625
5627	PROS1	landmark	5627
192683	SCAMP5	best inferred	192683
5641	LGMN	landmark	5641
4311	MME	best inferred	4311
4301	AFDN	best inferred	4301
4303	FOXO4	landmark	4303
5634	PRPS2	best inferred	5634
5635	PRPSAP1	best inferred	5635
5636	PRPSAP2	best inferred	5636
4306	NR3C2	best inferred	4306
5638	PRRG1	best inferred	5638
4308	TRPM1	best inferred	4308
5639	PRRG2	best inferred	5639
5650	KLK7	best inferred	5650
4321	MMP12	best inferred	4321
5652	PRSS8	best inferred	5652
5653	KLK6	best inferred	5653
192669	AGO3	best inferred	192669
4312	MMP1	landmark	4312
4313	MMP2	landmark	4313
4314	MMP3	best inferred	4314
5646	PRSS3	best inferred	5646
4318	MMP9	best inferred	4318
5649	RELN	best inferred	5649
5660	PSAP	best inferred	5660
6990	DYNLT3	landmark	6990
4330	MN1	best inferred	4330
6993	DYNLT1	best inferred	6993
4331	MNAT1	landmark	4331
5662	PSD	best inferred	5662
6992	PPP1R11	best inferred	6992
4332	MNDA	best inferred	4332
5663	PSEN1	best inferred	5663
5664	PSEN2	best inferred	5664
3001	GZMA	best inferred	3001
51360	MBTPS2	best inferred	51360
51362	CDC40	best inferred	51362
51361	HOOK1	best inferred	51361
51364	ZMYND10	best inferred	51364
51363	CHST15	best inferred	51363
51366	UBR5	best inferred	51366
51365	PLA1A	best inferred	51365
4323	MMP14	best inferred	4323
5654	HTRA1	landmark	5654
51368	TEX264	best inferred	51368
4324	MMP15	best inferred	4324
5655	KLK10	best inferred	5655
51367	POP5	best inferred	51367
4325	MMP16	best inferred	4325
6988	TCTA	landmark	6988
90956	ADCK2	best inferred	90956
4326	MMP17	best inferred	4326
4327	MMP19	best inferred	4327
90957	DHX57	best inferred	90957
4329	ALDH6A1	best inferred	4329
5670	PSG2	best inferred	5670
4340	MOG	best inferred	4340
64682	ANAPC1	best inferred	64682
3012	HIST1H2AE	best inferred	3012
51371	POMP	best inferred	51371
3007	HIST1H1D	best inferred	3007
3006	HIST1H1C	best inferred	3006
51375	SNX7	landmark	51375
3005	H1F0	best inferred	3005
51374	ATRAID	best inferred	51374
3004	GZMM	best inferred	3004
51377	UCHL5	best inferred	51377
3003	GZMK	best inferred	3003
51379	CRLF3	best inferred	51379
4335	MNT	best inferred	4335
6996	TDG	best inferred	6996
4336	MOBP	best inferred	4336
4337	MOCS1	best inferred	4337
4338	MOCS2	best inferred	4338
4350	MPG	best inferred	4350
5681	PSKH1	best inferred	5681
4351	MPI	best inferred	4351
5682	PSMA1	best inferred	5682
5684	PSMA3	best inferred	5684
4354	MPP1	best inferred	4354
5685	PSMA4	best inferred	5685
4355	MPP2	best inferred	4355
5686	PSMA5	best inferred	5686
64699	TMPRSS3	best inferred	64699
3021	H3F3B	best inferred	3021
51380	CSAD	best inferred	51380
51382	ATP6V1D	landmark	51382
3017	HIST1H2BD	best inferred	3017
51386	EIF3L	best inferred	51386
51385	ZNF589	landmark	51385
3015	H2AFZ	best inferred	3015
51388	NIP7	best inferred	51388
3014	H2AFX	best inferred	3014
4345	CD200	best inferred	4345
51389	RWDD1	best inferred	51389
5690	PSMB2	best inferred	5690
5691	PSMB3	best inferred	5691
4361	MRE11	best inferred	4361
5692	PSMB4	best inferred	5692
5693	PSMB5	best inferred	5693
4363	ABCC1	best inferred	4363
5694	PSMB6	best inferred	5694
5695	PSMB7	best inferred	5695
5696	PSMB8	landmark	5696
3035	HARS	best inferred	3035
3034	HAL	best inferred	3034
3033	HADH	landmark	3033
3032	HADHB	best inferred	3032
3030	HADHA	best inferred	3030
51393	TRPV2	best inferred	51393
3029	HAGH	best inferred	3029
3028	HSD17B10	landmark	3028
51397	COMMD10	best inferred	51397
253782	CERS6	best inferred	253782
51399	TRAPPC4	best inferred	51399
5687	PSMA6	best inferred	5687
4357	MPST	best inferred	4357
5688	PSMA7	best inferred	5688
4358	MPV17	best inferred	4358
5689	PSMB1	best inferred	5689
4359	MPZ	best inferred	4359
3043	HBB	best inferred	3043
3037	HAS2	best inferred	3037
3036	HAS1	best inferred	3036
5698	PSMB9	best inferred	5698
5699	PSMB10	landmark	5699
90993	CREB3L1	best inferred	90993
3055	HCK	best inferred	3055
3054	HCFC1	best inferred	3054
3052	HCCS	best inferred	3052
3049	HBQ1	best inferred	3049
3068	HDGF	best inferred	3068
3067	HDC	best inferred	3067
3066	HDAC2	landmark	3066
3065	HDAC1	best inferred	3065
3064	HTT	best inferred	3064
3059	HCLS1	best inferred	3059
3071	NCKAP1L	best inferred	3071
3070	HELLS	best inferred	3070
3077	HFE	best inferred	3077
3075	CFH	best inferred	3075
3074	HEXB	best inferred	3074
3073	HEXA	best inferred	3073
3069	HDLBP	best inferred	3069
3082	HGF	best inferred	3082
3081	HGD	best inferred	3081
28977	MRPL42	best inferred	28977
28974	C19orf53	best inferred	28974
3087	HHEX	best inferred	3087
3084	NRG1	best inferred	3084
28978	TMEM14A	best inferred	28978
28972	SPCS1	best inferred	28972
28973	MRPS18B	best inferred	28973
28971	AAMDC	best inferred	28971
53944	CSNK1G1	best inferred	53944
53947	A4GALT	best inferred	53947
3093	UBE2K	best inferred	3093
3092	HIP1	best inferred	3092
3091	HIF1A	landmark	3091
3090	HIC1	best inferred	3090
64601	VPS16	best inferred	64601
3099	HK2	best inferred	3099
28985	MCTS1	best inferred	28985
3098	HK1	landmark	3098
28986	MAGEH1	best inferred	28986
3097	HIVEP2	best inferred	3097
3096	HIVEP1	best inferred	3096
3094	HINT1	best inferred	3094
28984	RGCC	best inferred	28984
28981	IFT81	best inferred	28981
28954	REM1	best inferred	28954
28955	DEXI	best inferred	28955
28952	CCDC22	best inferred	28952
28958	COA3	best inferred	28958
28959	TMEM176B	best inferred	28959
28956	LAMTOR2	best inferred	28956
28957	MRPS28	best inferred	28957
28951	TRIB2	best inferred	28951
51302	CYP39A1	best inferred	51302
89910	UBE3B	landmark	89910
51304	ZDHHC3	best inferred	51304
51303	FKBP11	best inferred	51303
51306	FAM13B	best inferred	51306
51308	REEP2	best inferred	51308
51307	FAM53C	best inferred	51307
51309	ARMCX1	best inferred	51309
28965	SLC27A6	best inferred	28965
28966	SNX24	best inferred	28966
28964	GIT1	best inferred	28964
28969	BZW2	landmark	28969
28968	SLC6A16	best inferred	28968
28962	OSTM1	best inferred	28962
51311	TLR8	best inferred	51311
28960	DCPS	best inferred	28960
51310	SLC22A17	best inferred	51310
51313	FAM198B	best inferred	51313
51312	SLC25A37	best inferred	51312
51315	KRCC1	best inferred	51315
51317	PHF21A	best inferred	51317
51316	PLAC8	best inferred	51316
51319	RSRC1	best inferred	51319
51318	MRPL35	best inferred	51318
131601	TPRA1	best inferred	131601
51320	MEX3C	best inferred	51320
51322	WAC	best inferred	51322
51321	AMZ2	best inferred	51321
51324	SPG21	best inferred	51324
51329	ARL6IP4	best inferred	51329
64641	EBF2	best inferred	64641
116039	OSR2	best inferred	116039
65979	PHACTR4	best inferred	65979
89927	C16orf45	best inferred	89927
51330	TNFRSF12A	best inferred	51330
51333	ZNF771	best inferred	51333
51332	SPTBN5	best inferred	51332
51335	NGRN	landmark	51335
51334	PRR16	best inferred	51334
51337	THEM6	best inferred	51337
51339	DACT1	best inferred	51339
51338	MS4A4A	best inferred	51338
65981	CAPRIN2	best inferred	65981
65980	BRD9	best inferred	65980
65983	GRAMD3	best inferred	65983
65982	ZSCAN18	best inferred	65982
65985	AACS	best inferred	65985
65987	KCTD14	best inferred	65987
65986	ZBTB10	best inferred	65986
65989	DLK2	best inferred	65989
51341	ZBTB7A	best inferred	51341
51343	FZR1	best inferred	51343
51348	KLRF1	best inferred	51348
51347	TAOK3	best inferred	51347
65990	FAM173A	best inferred	65990
65992	DDRGK1	best inferred	65992
65993	MRPS34	best inferred	65993
65996	CENPBD1P1	best inferred	65996
65997	RASL11B	best inferred	65997
65999	LRRC61	best inferred	65999
51351	ZNF117	best inferred	51351
51350	KRT76	best inferred	51350
89944	GLB1L2	best inferred	89944
89941	RHOT2	best inferred	89941
204851	HIPK1	best inferred	204851
26353	HSPB8	best inferred	26353
26355	FAM162A	best inferred	26355
26354	GNL3	best inferred	26354
53905	DUOX1	best inferred	53905
53918	PELO	best inferred	53918
53919	SLCO1C1	best inferred	53919
53916	RAB4B	best inferred	53916
28998	MRPL13	best inferred	28998
28996	HIPK2	best inferred	28996
28990	ASTE1	best inferred	28990
28992	MACROD1	best inferred	28992
5706	PSMC6	best inferred	5706
5707	PSMD1	best inferred	5707
5708	PSMD2	landmark	5708
5709	PSMD3	best inferred	5709
5700	PSMC1	best inferred	5700
5701	PSMC2	best inferred	5701
5702	PSMC3	best inferred	5702
5704	PSMC4	best inferred	5704
5705	PSMC5	best inferred	5705
5717	PSMD11	best inferred	5717
5718	PSMD12	best inferred	5718
5719	PSMD13	best inferred	5719
5710	PSMD4	landmark	5710
5711	PSMD5	best inferred	5711
5713	PSMD7	best inferred	5713
5714	PSMD8	best inferred	5714
5715	PSMD9	landmark	5715
5716	PSMD10	landmark	5716
5730	PTGDS	best inferred	5730
5728	PTEN	best inferred	5728
5729	PTGDR	best inferred	5729
5720	PSME1	landmark	5720
5721	PSME2	landmark	5721
5723	PSPH	best inferred	5723
5724	PTAFR	best inferred	5724
5725	PTBP1	best inferred	5725
5727	PTCH1	best inferred	5727
5740	PTGIS	best inferred	5740
5739	PTGIR	best inferred	5739
5732	PTGER2	best inferred	5732
5733	PTGER3	best inferred	5733
5734	PTGER4	best inferred	5734
5737	PTGFR	best inferred	5737
5742	PTGS1	best inferred	5742
5743	PTGS2	landmark	5743
5745	PTH1R	best inferred	5745
5747	PTK2	landmark	5747
4430	MYO1B	best inferred	4430
5763	PTMS	best inferred	5763
3101	HK3	best inferred	3101
5753	PTK6	best inferred	5753
5754	PTK7	best inferred	5754
5756	TWF1	best inferred	5756
5757	PTMA	best inferred	5757
5770	PTPN1	landmark	5770
5771	PTPN2	best inferred	5771
5774	PTPN3	best inferred	5774
3112	HLA-DOB	best inferred	3112
3111	HLA-DOA	best inferred	3111
3110	MNX1	best inferred	3110
3109	HLA-DMB	best inferred	3109
3108	HLA-DMA	landmark	3108
3107	HLA-C	best inferred	3107
3106	HLA-B	best inferred	3106
3105	HLA-A	best inferred	3105
3104	ZBTB48	best inferred	3104
5764	PTN	best inferred	5764
4435	CITED1	best inferred	4435
4436	MSH2	best inferred	4436
4437	MSH3	best inferred	4437
5768	QSOX1	best inferred	5768
5780	PTPN9	best inferred	5780
64793	CEP85	best inferred	64793
5781	PTPN11	best inferred	5781
64792	IFT22	best inferred	64792
5782	PTPN12	landmark	5782
64795	RMND5A	best inferred	64795
5783	PTPN13	best inferred	5783
64794	DDX31	best inferred	64794
5784	PTPN14	best inferred	5784
3123	HLA-DRB1	best inferred	3123
3122	HLA-DRA	landmark	3122
64798	DEPTOR	best inferred	64798
3120	HLA-DQB2	best inferred	3120
3119	HLA-DQB1	best inferred	3119
3117	HLA-DQA1	best inferred	3117
3115	HLA-DPB1	best inferred	3115
3113	HLA-DPA1	best inferred	3113
5775	PTPN4	best inferred	5775
5777	PTPN6	landmark	5777
5778	PTPN7	best inferred	5778
5790	PTPRCAP	best inferred	5790
5791	PTPRE	best inferred	5791
5792	PTPRF	landmark	5792
5793	PTPRG	best inferred	5793
5794	PTPRH	best inferred	5794
5796	PTPRK	landmark	5796
3134	HLA-F	best inferred	3134
3133	HLA-E	best inferred	3133
3131	HLF	best inferred	3131
51490	SPOUT1	best inferred	51490
51491	NOP16	best inferred	51491
3128	HLA-DRB6	best inferred	3128
51493	RTCB	best inferred	51493
51495	HACD3	landmark	51495
51497	NELFCD	best inferred	51497
5786	PTPRA	best inferred	5786
5787	PTPRB	best inferred	5787
51499	TRIAP1	best inferred	51499
5788	PTPRC	landmark	5788
5789	PTPRD	best inferred	5789
3145	HMBS	best inferred	3145
3142	HLX	best inferred	3142
3141	HLCS	best inferred	3141
